865	2	1.11E+000	1.73E+000	78.00%	10463.72	8225.27	2.81E+000	3.14E+000	38.00%	20754.04	5014.74
870	2	1.07E+001	2.04E+001	86.00%	8710.44	6058.90	9.53E+000	1.36E+001	38.00%	20019.54	5562.31
875	2	2.65E+000	4.17E+000	70.00%	10528.24	8011.90	3.68E+000	5.06E+000	32.00%	21083.40	4602.05
880	2	1.83E+001	3.37E+001	78.00%	10790.66	7252.87	8.15E+000	1.27E+001	34.00%	20521.30	5225.28
885	2	9.39E-001	1.61E+000	86.00%	10365.30	8260.96	1.97E+000	2.78E+000	48.00%	20458.76	5483.07
890	2	1.41E+000	2.62E+000	82.00%	10682.80	6638.15	3.24E+000	4.20E+000	34.00%	20795.88	5189.89
895	2	4.54E+000	8.13E+000	76.00%	9742.84	6447.06	6.99E+000	9.45E+000	34.00%	20686.22	5573.66
900	2	3.07E+001	5.60E+001	76.00%	10989.48	7942.45	9.98E+000	1.61E+001	42.00%	20304.20	5606.13
905	2	1.09E+000	2.00E+000	80.00%	8302.00	5333.44	2.28E+000	3.04E+000	40.00%	19354.30	6753.90
910	2	2.33E+000	4.10E+000	88.00%	8203.84	5668.00	9.45E+000	1.34E+001	46.00%	20254.54	6268.00
915	2	6.83E-001	1.22E+000	88.00%	8867.62	7218.67	5.49E+000	8.23E+000	32.00%	23286.52	3096.79
920	2	2.94E+000	5.43E+000	88.00%	8898.88	6476.24	7.77E+000	1.12E+001	30.00%	21359.14	5775.60
925	2	8.17E-001	1.46E+000	84.00%	9450.88	6263.41	3.24E+000	4.41E+000	34.00%	21138.10	5564.34
930	2	7.18E-001	1.32E+000	90.00%	10742.24	7781.12	1.49E+000	2.35E+000	50.00%	20265.06	6346.44
935	2	1.07E+001	1.87E+001	74.00%	11921.68	8695.07	9.28E+000	1.32E+001	38.00%	22515.36	4541.06
940	2	1.12E+001	1.95E+001	74.00%	13822.52	8552.84	6.96E+000	9.86E+000	46.00%	21108.46	6461.35
945	2	6.16E-001	1.12E+000	86.00%	9743.22	7124.04	8.84E+000	1.26E+001	34.00%	22446.90	4902.63
950	2	6.58E+000	1.21E+001	84.00%	9741.48	7621.93	5.86E+000	8.22E+000	38.00%	21501.04	6014.51
955	2	5.59E+000	1.06E+001	82.00%	10097.16	6063.67	9.24E+000	1.33E+001	26.00%	22824.08	5362.88
960	2	2.89E+000	4.97E+000	78.00%	11182.26	7947.56	6.77E+000	9.92E+000	32.00%	22559.88	4993.55
965	2	2.49E+000	3.87E+000	68.00%	12990.10	8613.77	7.61E+000	1.00E+001	36.00%	22665.52	5824.03
970	2	1.04E+000	1.74E+000	84.00%	13258.48	9302.00	2.33E+000	2.98E+000	32.00%	24422.98	3471.63
975	2	6.11E+000	1.10E+001	84.00%	9467.46	6721.77	4.32E+000	6.07E+000	48.00%	21413.56	7358.30
980	2	9.10E+000	1.57E+001	70.00%	11768.54	7316.30	1.07E+001	1.63E+001	36.00%	22161.38	5879.05
985	2	5.43E+000	8.87E+000	78.00%	12673.30	8719.32	4.42E+000	5.33E+000	20.00%	24780.94	4137.14
990	2	3.87E+000	7.06E+000	78.00%	11271.40	9169.26	4.27E+000	6.52E+000	42.00%	21880.74	7735.45
995	2	7.96E+000	1.39E+001	80.00%	10311.40	7666.50	7.47E+000	7.64E+000	22.00%	24750.10	4152.03
1000	2	2.31E-001	4.07E-001	80.00%	9319.24	6893.77	8.01E+000	1.15E+001	42.00%	23635.92	5954.00
1005	1	2.68E-001	4.19E-001	78.00%	7769.10	3719.59	3.90E-001	5.26E-001	48.00%	12143.00	1743.60
1010	1	4.56E-002	8.22E-002	90.00%	5096.70	3111.76	4.42E+000	6.83E+000	50.00%	11020.46	2673.26
1015	1	0.00E+000	0.00E+000	100.00%	3922.44	2275.56	1.16E+000	2.04E+000	66.00%	10841.78	1962.31
1020	1	4.80E+000	8.16E+000	80.00%	7385.44	3883.25	2.57E+000	3.75E+000	38.00%	12188.38	1745.05
1025	1	5.09E+000	8.74E+000	76.00%	6577.26	3624.76	3.06E+000	4.78E+000	48.00%	11340.32	2087.23
1030	1	5.18E-001	9.45E-001	86.00%	5781.16	3677.95	3.57E+000	5.77E+000	40.00%	11849.84	1845.47
1035	1	6.85E-001	1.14E+000	64.00%	8011.76	3969.09	3.28E+000	5.16E+000	36.00%	12295.46	1587.69
1040	1	1.03E+000	1.74E+000	84.00%	6823.96	3931.32	3.49E-001	5.06E-001	58.00%	11645.20	2429.19
1045	1	3.20E-001	4.99E-001	76.00%	7192.34	3402.95	1.04E+000	1.59E+000	50.00%	11399.50	1988.62
1050	1	1.98E+000	3.32E+000	80.00%	5207.30	4061.41	5.51E-001	8.85E-001	44.00%	12385.98	2200.38
1055	1	4.54E-005	8.72E-005	96.00%	5575.34	2572.60	1.56E+000	2.40E+000	60.00%	11963.76	2068.46
1060	1	1.69E+001	3.06E+001	76.00%	6235.30	4686.94	5.28E+000	7.80E+000	42.00%	12618.22	1828.86
1065	1	1.53E-003	2.87E-003	90.00%	6988.56	3035.33	6.67E-002	9.53E-002	62.00%	12242.94	2393.57
1070	1	5.53E-001	1.00E+000	82.00%	6532.62	3558.00	7.21E-001	1.29E+000	74.00%	11165.44	1508.43
